year,month,day,pp
1979,1,1,0.0
1979,1,2,0.0
1979,1,3,0.0
1979,1,4,0.0
1979,1,5,0.0
1979,1,6,0.0
1979,1,7,0.0
1979,1,8,0.0
1979,1,9,0.0
1979,1,10,0.0049331972
1979,1,11,13.237546
1979,1,12,10.294542
1979,1,13,0.0
1979,1,14,0.0
1979,1,15,0.0
1979,1,16,0.0
1979,1,17,0.0
1979,1,18,0.0
1979,1,19,0.0
1979,1,20,0.0
1979,1,21,0.0
1979,1,22,0.0
1979,1,23,0.0
1979,1,24,0.0
1979,1,25,10.070077
1979,1,26,6.3669589
1979,1,27,0.0
1979,1,28,0.0
1979,1,29,0.0
1979,1,30,0.0
1979,1,31,0.0
1979,2,1,0.0
1979,2,2,0.0
1979,2,3,5.6092217
1979,2,4,6.842741
1979,2,5,0.0
1979,2,6,0.0
1979,2,7,0.0
1979,2,8,0.0
1979,2,9,0.0
1979,2,10,0.0
1979,2,11,0.0
1979,2,12,0.0
1979,2,13,8.7122756
1979,2,14,0.68488429
1979,2,15,0.0
1979,2,16,0.0
1979,2,17,0.0
1979,2,18,0.0
1979,2,19,0.0
1979,2,20,0.0
1979,2,21,0.0
1979,2,22,0.30602627
1979,2,23,0.0
1979,2,24,0.0
1979,2,25,0.0
1979,2,26,0.0
1979,2,27,0.0
1979,2,28,0.0
1979,3,1,0.0
1979,3,2,7.6511603
1979,3,3,9.1657005
1979,3,4,0.095348668
1979,3,5,26.212504
1979,3,6,0.97756844
1979,3,7,0.0
1979,3,8,0.0
1979,3,9,0.0
1979,3,10,0.0
1979,3,11,0.0
1979,3,12,0.052519311
1979,3,13,0.0
1979,3,14,0.0
1979,3,15,0.0
1979,3,16,0.0
1979,3,17,0.0
1979,3,18,0.0
1979,3,19,0.0
1979,3,20,0.0
1979,3,21,0.51780104
1979,3,22,0.0
1979,3,23,0.0
1979,3,24,0.0
1979,3,25,0.0
1979,3,26,0.0
1979,3,27,0.0
1979,3,28,5.0165178
1979,3,29,0.0
1979,3,30,0.034259692
1979,3,31,0.0063056618
1979,4,1,0.0
1979,4,2,0.0
1979,4,3,0.0
1979,4,4,0.0
1979,4,5,0.0
1979,4,6,0.0
1979,4,7,0.0
1979,4,8,0.0
1979,4,9,0.0
1979,4,10,0.0
1979,4,11,0.0
1979,4,12,0.0
1979,4,13,0.0
1979,4,14,0.0
1979,4,15,0.0
1979,4,16,8.0647022
1979,4,17,0.0
1979,4,18,0.0
1979,4,19,0.0
1979,4,20,0.0
1979,4,21,0.0
1979,4,22,0.0
1979,4,23,0.0
1979,4,24,0.0
1979,4,25,0.0
1979,4,26,0.56971357
1979,4,27,21.191941
1979,4,28,12.942226
1979,4,29,0.23293435
1979,4,30,8.1819862
1979,5,1,41.195095
1979,5,2,7.1109868
1979,5,3,0.0
1979,5,4,0.0
1979,5,5,0.0
1979,5,6,0.0
1979,5,7,0.0
1979,5,8,0.0
1979,5,9,23.563483
1979,5,10,22.167563
1979,5,11,0.63435682
1979,5,12,15.277125
1979,5,13,11.86303
1979,5,14,36.962502
1979,5,15,18.119237
1979,5,16,39.385592
1979,5,17,28.855455
1979,5,18,34.086339
1979,5,19,31.896679
1979,5,20,32.287478
1979,5,21,23.496538
1979,5,22,7.2885306
1979,5,23,4.0671344
1979,5,24,26.71257
1979,5,25,6.8180924
1979,5,26,26.743621
1979,5,27,24.677572
1979,5,28,2.5113187
1979,5,29,0.0
